,year,OCC_CODE,OCC_TITLE,OCC_GROUP,TOT_EMP,A_MEDIAN,A_MEAN
202,2019,17-3025,Environmental Engineering Technologists and Technicians,detailed,18010,50620,54740
203,2019,17-3026,Industrial Engineering Technologists and Technicians,detailed,67110,56550,59400
204,2019,17-3027,Mechanical Engineering Technologists and Technicians,detailed,42820,56980,59160
205,2019,17-3030,Surveying and Mapping Technicians,broad,53030,45010,48500
206,2019,17-3031,Surveying and Mapping Technicians,detailed,53030,45010,48500
207,2019,17-3098,"Calibration Technologists and Technicians and Engineering Technologists and Technicians, Except Drafters, All Other",detailed,88330,62990,65940
208,2019,19-0000,"Life, Physical, and Social Science Occupations",major,1288920,68160,77540
209,2019,19-1000,Life Scientists,minor,311910,78080,88770
210,2019,19-1010,Agricultural and Food Scientists,broad,30300,65160,72550
211,2019,19-1011,Animal Scientists,detailed,2690,60300,68570
212,2019,19-1012,Food Scientists and Technologists,detailed,13460,68970,76190
213,2019,19-1013,Soil and Plant Scientists,detailed,14150,63200,69860
214,2019,19-1020,Biological Scientists,broad,108980,79580,89100
215,2019,19-1021,Biochemists and Biophysicists,detailed,31360,94490,108180
216,2019,19-1022,Microbiologists,detailed,18270,75650,82760
217,2019,19-1023,Zoologists and Wildlife Biologists,detailed,19250,63270,67200
218,2019,19-1029,"Biological Scientists, All Other",detailed,40100,82220,87590
219,2019,19-1030,Conservation Scientists and Foresters,broad,31580,62410,65900
220,2019,19-1031,Conservation Scientists,detailed,22070,62660,67040
221,2019,19-1032,Foresters,detailed,9510,61790,63270
222,2019,19-1040,Medical Scientists,broad,134600,87290,97650
223,2019,19-1041,Epidemiologists,detailed,7410,70990,78290
224,2019,19-1042,"Medical Scientists, Except Epidemiologists",detailed,127180,88790,98770
225,2019,19-1090,Miscellaneous Life Scientists,broad,6450,75910,85890
226,2019,19-1099,"Life Scientists, All Other",detailed,6450,75910,85890
227,2019,19-2000,Physical Scientists,minor,255790,81270,91110
228,2019,19-2010,Astronomers and Physicists,broad,18800,122220,130110
229,2019,19-2011,Astronomers,detailed,2070,114590,122270
230,2019,19-2012,Physicists,detailed,16730,122850,131080
231,2019,19-2020,Atmospheric and Space Scientists,broad,9290,95380,97160
232,2019,19-2021,Atmospheric and Space Scientists,detailed,9290,95380,97160
233,2019,19-2030,Chemists and Materials Scientists,broad,90240,78790,85360
234,2019,19-2031,Chemists,detailed,83530,77630,84150
235,2019,19-2032,Materials Scientists,detailed,6710,96810,100430
236,2019,19-2040,Environmental Scientists and Geoscientists,broad,119920,75830,85790
237,2019,19-2041,"Environmental Scientists and Specialists, Including Health",detailed,84290,71360,77940
238,2019,19-2042,"Geoscientists, Except Hydrologists and Geographers",detailed,29200,92040,108350
239,2019,19-2043,Hydrologists,detailed,6440,81270,86330
240,2019,19-2090,Miscellaneous Physical Scientists,broad,17550,109910,112070
241,2019,19-2099,"Physical Scientists, All Other",detailed,17550,109910,112070
242,2019,19-3000,Social Scientists and Related Workers,minor,249120,80220,88030
243,2019,19-3010,Economists,broad,19000,105020,116630
244,2019,19-3011,Economists,detailed,19000,105020,116630
245,2019,19-3020,Survey Researchers,broad,9930,59170,65760
246,2019,19-3022,Survey Researchers,detailed,9930,59170,65760
247,2019,19-3030,Psychologists,broad,128130,80370,88770
248,2019,19-3031,"Clinical, Counseling, and School Psychologists",detailed,113270,78200,87450
249,2019,19-3032,Industrial-Organizational Psychologists,detailed,630,92880,111150
250,2019,19-3039,"Psychologists, All Other",detailed,14220,101790,98230
251,2019,19-3040,Sociologists,broad,2630,83420,90590
252,2019,19-3041,Sociologists,detailed,2630,83420,90590
253,2019,19-3050,Urban and Regional Planners,broad,38560,74350,77750
254,2019,19-3051,Urban and Regional Planners,detailed,38560,74350,77750
255,2019,19-3090,Miscellaneous Social Scientists and Related Workers,broad,50870,81880,87480
256,2019,19-3091,Anthropologists and Archeologists,detailed,6720,63670,66810
257,2019,19-3092,Geographers,detailed,1400,81540,81970
258,2019,19-3093,Historians,detailed,3040,63680,68690
259,2019,19-3094,Political Scientists,detailed,6010,122220,120260
260,2019,19-3099,"Social Scientists and Related Workers, All Other",detailed,33690,83330,87690
261,2019,19-4000,"Life, Physical, and Social Science Technicians",minor,358740,48230,52340
262,2019,19-4010,Agricultural and Food Science Technicians,detailed,21870,41230,44440
263,2019,19-4010,Agricultural and Food Science Technicians,broad,21870,41230,44440
264,2019,19-4020,Biological Technicians,broad,79530,45860,49110
265,2019,19-4021,Biological Technicians,detailed,79530,45860,49110
266,2019,19-4030,Chemical Technicians,broad,65760,49260,52910
267,2019,19-4031,Chemical Technicians,detailed,65760,49260,52910
268,2019,19-4040,Environmental Science and Geoscience Technicians,broad,49730,47760,54220
269,2019,19-4042,"Environmental Science and Protection Technicians, Including Health",detailed,32620,46540,50760
270,2019,19-4045,Geological and Hydrologic Technicians,detailed,17110,51130,60800
271,2019,19-4050,Nuclear Technicians,broad,6420,82080,82710
272,2019,19-4051,Nuclear Technicians,detailed,6420,82080,82710
273,2019,19-4060,Social Science Research Assistants,broad,35580,47510,51340
274,2019,19-4061,Social Science Research Assistants,detailed,35580,47510,51340
275,2019,19-4070,Forest and Conservation Technicians,broad,19060,45500,45860
276,2019,19-4071,Forest and Conservation Technicians,detailed,19060,45500,45860
277,2019,19-4090,"Miscellaneous Life, Physical, and Social Science Technicians",broad,80780,52090,55610
278,2019,19-4092,Forensic Science Technicians,detailed,16520,59150,63170
279,2019,19-4099,"Life, Physical, and Social Science Technicians, All Other",detailed,64260,50550,53670
280,2019,19-5000,Occupational Health and Safety Specialists and Technicians,minor,113360,70480,72690
281,2019,19-5010,Occupational Health and Safety Specialists and Technicians,broad,113360,70480,72690
282,2019,19-5011,Occupational Health and Safety Specialists,detailed,92780,74100,76290
283,2019,19-5012,Occupational Health and Safety Technicians,detailed,20580,51550,56470
284,2019,21-0000,Community and Social Service Occupations,major,2244310,46090,50480
285,2019,21-1000,"Counselors, Social Workers, and Other Community and Social Service Specialists",minor,2159870,46060,50410
286,2019,21-1010,Counselors,broad,773500,48780,53120
287,2019,21-1012,"Educational, Guidance, and Career Counselors and Advisors",detailed,296460,57040,61000
288,2019,21-1013,Marriage and Family Therapists,detailed,59050,49610,54590
289,2019,21-1015,Rehabilitation Counselors,detailed,109040,35950,40160
290,2019,21-1018,"Substance Abuse, Behavioral Disorder, and Mental Health Counselors",detailed,283540,46240,49950
291,2019,21-1019,"Counselors, All Other",detailed,25420,42930,48800
292,2019,21-1020,Social Workers,broad,678780,50470,54190
293,2019,21-1021,"Child, Family, and School Social Workers",detailed,327710,47390,51030
294,2019,21-1022,Healthcare Social Workers,detailed,174890,56750,59300
295,2019,21-1023,Mental Health and Substance Abuse Social Workers,detailed,117770,46650,51670
296,2019,21-1029,"Social Workers, All Other",detailed,58410,61230,61750
297,2019,21-1090,Miscellaneous Community and Social Service Specialists,broad,707590,39100,43810
298,2019,21-1091,Health Education Specialists,detailed,58590,55220,60500
299,2019,21-1092,Probation Officers and Correctional Treatment Specialists,detailed,88120,54290,59910
300,2019,21-1093,Social and Human Service Assistants,detailed,404450,35060,37050
301,2019,21-1094,Community Health Workers,detailed,58950,40360,44390
302,2019,21-1099,"Community and Social Service Specialists, All Other",detailed,97480,43790,46900
303,2019,21-2000,Religious Workers,minor,84440,46880,52260
304,2019,21-2010,Clergy,broad,53180,50400,55190
305,2019,21-2011,Clergy,detailed,53180,50400,55190
306,2019,21-2020,"Directors, Religious Activities and Education",broad,21820,43860,50490
307,2019,21-2021,"Directors, Religious Activities and Education",detailed,21820,43860,50490
308,2019,21-2090,Miscellaneous Religious Workers,broad,9450,31630,39830
309,2019,21-2099,"Religious Workers, All Other",detailed,9450,31630,39830
310,2019,23-0000,Legal Occupations,major,1150780,81820,109630
311,2019,23-1000,"Lawyers, Judges, and Related Workers",minor,722940,119970,141180
312,2019,23-1010,Lawyers and Judicial Law Clerks,broad,673800,120670,143200
313,2019,23-1011,Lawyers,detailed,657170,122960,145300
314,2019,23-1012,Judicial Law Clerks,detailed,16630,54010,59890
315,2019,23-1020,"Judges, Magistrates, and Other Judicial Workers",broad,49140,111080,113470
316,2019,23-1021,"Administrative Law Judges, Adjudicators, and Hearing Officers",detailed,14380,97870,100230
317,2019,23-1022,"Arbitrators, Mediators, and Conciliators",detailed,6090,63930,73720
318,2019,23-1023,"Judges, Magistrate Judges, and Magistrates",detailed,28670,136910,128550
319,2019,23-2000,Legal Support Workers,minor,427840,51920,56320
320,2019,23-2010,Paralegals and Legal Assistants,broad,329870,51740,55020
321,2019,23-2011,Paralegals and Legal Assistants,detailed,329870,51740,55020
322,2019,23-2090,Miscellaneous Legal Support Workers,broad,97970,52430,60690
323,2019,23-2093,"Title Examiners, Abstractors, and Searchers",detailed,52890,48180,52050
324,2019,23-2099,"Legal Support Workers, All Other",detailed,45080,58400,70840
325,2019,25-0000,Educational Instruction and Library Occupations,major,8886600,50790,57710
326,2019,25-1000,Postsecondary Teachers,minor,1407110,75440,90830
327,2019,25-1010,"Business Teachers, Postsecondary",broad,83920,87200,105440
328,2019,25-1011,"Business Teachers, Postsecondary",detailed,83920,87200,105440
329,2019,25-1020,"Math and Computer Science Teachers, Postsecondary",broad,82940,77710,90970
330,2019,25-1021,"Computer Science Teachers, Postsecondary",detailed,31800,85180,98430
331,2019,25-1022,"Mathematical Science Teachers, Postsecondary",detailed,51150,73690,86330
332,2019,25-1030,"Engineering and Architecture Teachers, Postsecondary",broad,42860,99300,110040
333,2019,25-1031,"Architecture Teachers, Postsecondary",detailed,6780,87900,98980
334,2019,25-1032,"Engineering Teachers, Postsecondary",detailed,36080,101010,112110
335,2019,25-1040,"Life Sciences Teachers, Postsecondary",broad,64330,83370,97110
336,2019,25-1041,"Agricultural Sciences Teachers, Postsecondary",detailed,9470,83260,89320
337,2019,25-1042,"Biological Science Teachers, Postsecondary",detailed,53090,83300,98700
338,2019,25-1043,"Forestry and Conservation Science Teachers, Postsecondary",detailed,1770,85450,90940
339,2019,25-1050,"Physical Sciences Teachers, Postsecondary",broad,52240,84730,97090
340,2019,25-1051,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",detailed,11020,92040,102690
341,2019,25-1052,"Chemistry Teachers, Postsecondary",detailed,21380,79550,92650
342,2019,25-1053,"Environmental Science Teachers, Postsecondary",detailed,6060,82430,93450
343,2019,25-1054,"Physics Teachers, Postsecondary",detailed,13780,89590,101110
344,2019,25-1060,"Social Sciences Teachers, Postsecondary",broad,117590,80020,92920
345,2019,25-1061,"Anthropology and Archeology Teachers, Postsecondary",detailed,5850,86220,95140
346,2019,25-1062,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",detailed,10600,77070,88410
347,2019,25-1063,"Economics Teachers, Postsecondary",detailed,13270,104370,119160
348,2019,25-1064,"Geography Teachers, Postsecondary",detailed,3970,80520,86540
349,2019,25-1065,"Political Science Teachers, Postsecondary",detailed,15750,85930,102290
350,2019,25-1066,"Psychology Teachers, Postsecondary",detailed,37480,76620,87530
351,2019,25-1067,"Sociology Teachers, Postsecondary",detailed,13850,75290,85240
352,2019,25-1069,"Social Sciences Teachers, Postsecondary, All Other",detailed,16830,71530,85390
353,2019,25-1070,"Health Teachers, Postsecondary",broad,261590,89910,112850
354,2019,25-1071,"Health Specialties Teachers, Postsecondary",detailed,201920,97320,121620
355,2019,25-1072,"Nursing Instructors and Teachers, Postsecondary",detailed,59680,74600,83160
356,2019,25-1080,"Education and Library Science Teachers, Postsecondary",broad,65690,66000,74740
357,2019,25-1081,"Education Teachers, Postsecondary",detailed,61300,65510,74560
358,2019,25-1082,"Library Science Teachers, Postsecondary",detailed,4390,71410,77170
359,2019,25-1110,"Law, Criminal Justice, and Social Work Teachers, Postsecondary",broad,43890,75580,95510
360,2019,25-1111,"Criminal Justice and Law Enforcement Teachers, Postsecondary",detailed,14070,62860,72980
361,2019,25-1112,"Law Teachers, Postsecondary",detailed,16180,113530,129950
362,2019,25-1113,"Social Work Teachers, Postsecondary",detailed,13640,72070,77910
363,2019,25-1120,"Arts, Communications, History, and Humanities Teachers, Postsecondary",broad,260500,70550,82360
364,2019,25-1121,"Art, Drama, and Music Teachers, Postsecondary",detailed,94060,69530,83220
365,2019,25-1122,"Communications Teachers, Postsecondary",detailed,29120,70630,79830
366,2019,25-1123,"English Language and Literature Teachers, Postsecondary",detailed,67930,68490,80180
367,2019,25-1124,"Foreign Language and Literature Teachers, Postsecondary",detailed,24860,69990,80170
368,2019,25-1125,"History Teachers, Postsecondary",detailed,21030,75170,84210
369,2019,25-1126,"Philosophy and Religion Teachers, Postsecondary",detailed,23490,75240,88970
370,2019,25-1190,Miscellaneous Postsecondary Teachers,broad,331560,62040,73540
371,2019,25-1192,"Family and Consumer Sciences Teachers, Postsecondary",detailed,2150,76480,85270
372,2019,25-1193,"Recreation and Fitness Studies Teachers, Postsecondary",detailed,15880,64380,73720
373,2019,25-1194,"Career/Technical Education Teachers, Postsecondary",detailed,112210,54620,60420
374,2019,25-1199,"Postsecondary Teachers, All Other",detailed,201320,68970,80720
375,2019,25-2000,"Preschool, Elementary, Middle, Secondary, and Special Education Teachers",minor,4211470,58050,61420
376,2019,25-2010,Preschool and Kindergarten Teachers,broad,555650,34630,40370
377,2019,25-2011,"Preschool Teachers, Except Special Education",detailed,431350,30520,34650
378,2019,25-2012,"Kindergarten Teachers, Except Special Education",detailed,124290,56850,60210
379,2019,25-2020,Elementary and Middle School Teachers,broad,2064680,59670,63820
380,2019,25-2021,"Elementary School Teachers, Except Special Education",detailed,1430480,59670,63930
381,2019,25-2022,"Middle School Teachers, Except Special and Career/Technical Education",detailed,622330,59660,63550
382,2019,25-2023,"Career/Technical Education Teachers, Middle School",detailed,11860,60800,64900
383,2019,25-2030,Secondary School Teachers,broad,1110370,61660,65850
384,2019,25-2031,"Secondary School Teachers, Except Special and Career/Technical Education",detailed,1035850,61660,65930
385,2019,25-2032,"Career/Technical Education Teachers, Secondary School",detailed,74520,61710,64800
386,2019,25-2050,Special Education Teachers,broad,480780,61040,65230
387,2019,25-2051,"Special Education Teachers, Preschool",detailed,22340,60000,67060
388,2019,25-2052,"Special Education Teachers, Kindergarten and Elementary School",detailed,193830,60460,64420
389,2019,25-2057,"Special Education Teachers, Middle School",detailed,85840,61440,65740
390,2019,25-2058,"Special Education Teachers, Secondary School",detailed,143170,61710,65710
391,2019,25-2059,"Special Education Teachers, All Other",detailed,35600,61190,65350
392,2019,25-3000,Other Teachers and Instructors,minor,1212090,33140,40730
393,2019,25-3010,"Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors",broad,51950,54350,58980
394,2019,25-3011,"Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors",detailed,51950,54350,58980
395,2019,25-3020,Self-Enrichment Teachers,broad,252780,39190,46120
396,2019,25-3021,Self-Enrichment Teachers,detailed,252780,39190,46120
397,2019,25-3030,"Substitute Teachers, Short-Term",broad,587120,28790,32460
398,2019,25-3031,"Substitute Teachers, Short-Term",detailed,587120,28790,32460
399,2019,25-3097,"Tutors and Teachers and Instructors, All Other",detailed,320250,39350,48700
400,2019,25-4000,"Librarians, Curators, and Archivists",minor,257060,49030,52330
401,2019,25-4010,"Archivists, Curators, and Museum Technicians",broad,32640,49850,54320
402,2019,25-4011,Archivists,detailed,6560,53950,57500
403,2019,25-4012,Curators,detailed,12890,54570,59130
404,2019,25-4013,Museum Technicians and Conservators,detailed,13190,44430,48030
405,2019,25-4020,Librarians and Media Collections Specialists,broad,135690,59500,61920
406,2019,25-4022,Librarians and Media Collections Specialists,detailed,135690,59500,61920
407,2019,25-4030,Library Technicians,broad,88720,34900,36950
408,2019,25-4031,Library Technicians,detailed,88720,34900,36950
409,2019,25-9000,Other Educational Instruction and Library Occupations,minor,1798860,29910,35330
410,2019,25-9020,Farm and Home Management Educators,broad,8720,49710,52720
411,2019,25-9021,Farm and Home Management Educators,detailed,8720,49710,52720
412,2019,25-9030,Instructional Coordinators,broad,176690,66290,69180
413,2019,25-9031,Instructional Coordinators,detailed,176690,66290,69180
414,2019,25-9040,Teaching Assistants,broad,1484410,28210,30280
415,2019,25-9044,"Teaching Assistants, Postsecondary",detailed,137500,32080,36460
416,2019,25-9045,"Teaching Assistants, Except Postsecondary",detailed,1346910,27920,29640
417,2019,25-9090,Miscellaneous Educational Instruction and Library Workers,broad,129040,40310,45970
418,2019,25-9099,"Educational Instruction and Library Workers, All Other",detailed,129040,40310,45970
419,2019,27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,2017810,51150,61960
420,2019,27-1000,Art and Design Workers,minor,633420,48130,57290
421,2019,27-1010,Artists and Related Workers,broad,96760,77250,89470
422,2019,27-1011,Art Directors,detailed,42890,94220,109600
423,2019,27-1012,Craft Artists,detailed,4640,34710,38740
424,2019,27-1013,"Fine Artists, Including Painters, Sculptors, and Illustrators",detailed,12350,50550,63030
425,2019,27-1014,Special Effects Artists and Animators,detailed,29340,75270,84780
426,2019,27-1019,"Artists and Related Workers, All Other",detailed,7550,64490,67750
427,2019,27-1020,Designers,broad,536660,44400,51490
428,2019,27-1021,Commercial and Industrial Designers,detailed,32770,68890,73820
429,2019,27-1022,Fashion Designers,detailed,22030,73790,86110
430,2019,27-1023,Floral Designers,detailed,41770,28040,29760
431,2019,27-1024,Graphic Designers,detailed,215930,52110,56510
432,2019,27-1025,Interior Designers,detailed,60650,56040,60990
433,2019,27-1026,Merchandise Displayers and Window Trimmers,detailed,140850,29460,32940
434,2019,27-1027,Set and Exhibit Designers,detailed,12040,54600,62480
435,2019,27-1029,"Designers, All Other",detailed,10610,64620,73510
436,2019,27-2000,"Entertainers and Performers, Sports and Related Workers",minor,536540,45250,62600
437,2019,27-2010,"Actors, Producers, and Directors",broad,181830,63110,84290
438,2019,27-2011,Actors,detailed,52620,*,*
439,2019,27-2012,Producers and Directors,detailed,129210,74420,93940
440,2019,27-2020,"Athletes, Coaches, Umpires, and Related Workers",broad,272840,34680,46460
441,2019,27-2021,Athletes and Sports Competitors,detailed,11330,51370,93140
442,2019,27-2022,Coaches and Scouts,detailed,241390,34840,44910
443,2019,27-2023,"Umpires, Referees, and Other Sports Officials",detailed,20120,28550,38810
444,2019,27-2030,Dancers and Choreographers,broad,14320,38850,49570
445,2019,27-2031,Dancers,detailed,9690,*,*
446,2019,27-2032,Choreographers,detailed,4630,46330,53590
447,2019,27-2040,"Musicians, Singers, and Related Workers",broad,51710,*,*
448,2019,27-2041,Music Directors and Composers,detailed,10580,51670,64670
449,2019,27-2042,Musicians and Singers,detailed,41130,*,*
450,2019,27-2090,"Miscellaneous Entertainers and Performers, Sports and Related Workers",detailed,15840,*,*
451,2019,27-2090,"Miscellaneous Entertainers and Performers, Sports and Related Workers",broad,15840,*,*
452,2019,27-3000,Media and Communication Workers,minor,609210,59230,67830
453,2019,27-3010,Broadcast Announcers and Radio Disc Jockeys,broad,29230,34630,53580
454,2019,27-3011,Broadcast Announcers and Radio Disc Jockeys,detailed,29230,34630,53580
455,2019,27-3020,"News Analysts, Reporters and Journalists",broad,44100,46270,62400
456,2019,27-3023,"News Analysts, Reporters, and Journalists",detailed,44100,46270,62400
457,2019,27-3030,Public Relations Specialists,broad,244730,61150,70190
458,2019,27-3031,Public Relations Specialists,detailed,244730,61150,70190
459,2019,27-3040,Writers and Editors,broad,192580,65120,73680
460,2019,27-3041,Editors,detailed,95970,61370,71910
461,2019,27-3042,Technical Writers,detailed,50760,72850,76860
462,2019,27-3043,Writers and Authors,detailed,45860,63200,73860
463,2019,27-3090,Miscellaneous Media and Communication Workers,broad,98560,52310,57170
464,2019,27-3091,Interpreters and Translators,detailed,58870,51830,57000
465,2019,27-3092,Court Reporters and Simultaneous Captioners,detailed,14530,60130,64990
466,2019,27-3099,"Media and Communication Workers, All Other",detailed,25160,47580,53060
467,2019,27-4000,Media and Communication Equipment Workers,minor,238630,48270,57950
468,2019,27-4011,Audio and Video Technicians,detailed,73960,45910,51260
469,2019,27-4012,Broadcast Technicians,detailed,28650,40570,46800
470,2019,27-4014,Sound Engineering Technicians,detailed,12890,54740,67090
471,2019,27-4020,Photographers,broad,50620,36280,45440
472,2019,27-4021,Photographers,detailed,50620,36280,45440
473,2019,27-4030,"Television, Video, and Film Camera Operators and Editors",broad,49070,59810,77510
474,2019,27-4031,"Camera Operators, Television, Video, and Film",detailed,21500,55160,64960
475,2019,27-4032,Film and Video Editors,detailed,27570,63780,87300
476,2019,27-4098,"Lighting Technicians and Media and Communication Equipment Workers, All Other",detailed,23440,73460,73700
477,2019,29-0000,Healthcare Practitioners and Technical Occupations,major,8673140,68190,83640
478,2019,29-1000,Healthcare Diagnosing or Treating Practitioners,minor,5685500,82380,102470
479,2019,29-1010,Chiropractors,broad,35010,70340,85010
480,2019,29-1011,Chiropractors,detailed,35010,70340,85010
481,2019,29-1020,Dentists,broad,127200,159200,183060
482,2019,29-1021,"Dentists, General",detailed,110730,155600,178260
483,2019,29-1022,Oral and Maxillofacial Surgeons,detailed,4650,#,237570
484,2019,29-1023,Orthodontists,detailed,5990,#,230830
485,2019,29-1024,Prosthodontists,detailed,490,#,220840
486,2019,29-1029,"Dentists, All Other Specialists",detailed,5330,147220,178040
487,2019,29-1030,Dietitians and Nutritionists,broad,67670,61270,62330
488,2019,29-1031,Dietitians and Nutritionists,detailed,67670,61270,62330
489,2019,29-1040,Optometrists,broad,39420,115250,122980
490,2019,29-1041,Optometrists,detailed,39420,115250,122980
491,2019,29-1050,Pharmacists,broad,311200,128090,125510
492,2019,29-1051,Pharmacists,detailed,311200,128090,125510
493,2019,29-1070,Physician Assistants,broad,120090,112260,112410
494,2019,29-1071,Physician Assistants,detailed,120090,112260,112410
495,2019,29-1080,Podiatrists,broad,9770,126240,142680
496,2019,29-1081,Podiatrists,detailed,9770,126240,142680
497,2019,29-1120,Therapists,broad,709730,78790,80850
498,2019,29-1122,Occupational Therapists,detailed,133570,84950,86210
499,2019,29-1123,Physical Therapists,detailed,233350,89440,90170
500,2019,29-1124,Radiation Therapists,detailed,17860,85560,91620
501,2019,29-1125,Recreational Therapists,detailed,19070,48220,51130
502,2019,29-1126,Respiratory Therapists,detailed,132090,61330,63950
503,2019,29-1127,Speech-Language Pathologists,detailed,154360,79120,82000
504,2019,29-1128,Exercise Physiologists,detailed,7280,49170,54750
505,2019,29-1129,"Therapists, All Other",detailed,12170,52650,58600
506,2019,29-1130,Veterinarians,broad,74540,95460,104820
507,2019,29-1131,Veterinarians,detailed,74540,95460,104820
508,2019,29-1140,Registered Nurses,broad,2982280,73300,77460
509,2019,29-1141,Registered Nurses,detailed,2982280,73300,77460
510,2019,29-1150,Nurse Anesthetists,broad,43570,174790,181040
511,2019,29-1151,Nurse Anesthetists,detailed,43570,174790,181040
512,2019,29-1160,Nurse Midwives,broad,6930,105030,108810
513,2019,29-1161,Nurse Midwives,detailed,6930,105030,108810
514,2019,29-1170,Nurse Practitioners,broad,200600,109820,111840
515,2019,29-1171,Nurse Practitioners,detailed,200600,109820,111840
516,2019,29-1180,Audiologists,broad,13590,77600,83900
517,2019,29-1181,Audiologists,detailed,13590,77600,83900
518,2019,29-1211,Anesthesiologists,detailed,31010,#,261730
519,2019,29-1215,Family Medicine Physicians,detailed,109370,205590,213270
520,2019,29-1216,General Internal Medicine Physicians,detailed,44610,201590,201440
521,2019,29-1218,Obstetricians and Gynecologists,detailed,18620,#,233610
522,2019,29-1221,"Pediatricians, General",detailed,29740,175310,184410
523,2019,29-1223,Psychiatrists,detailed,25530,#,220430
524,2019,29-1228,"Physicians, All Other; and Ophthalmologists, Except Pediatric",detailed,390680,206500,203450
525,2019,29-1248,"Surgeons, Except Ophthalmologists",detailed,36270,#,252040
526,2019,29-1290,Miscellaneous Healthcare Diagnosing or Treating Practitioners,broad,258060,76190,78900
527,2019,29-1292,Dental Hygienists,detailed,221560,76220,77230
528,2019,29-1298,"Acupuncturists and Healthcare Diagnosing or Treating Practitioners, All Other",detailed,36500,75640,89060
529,2019,29-2000,Health Technologists and Technicians,minor,2902300,44380,47540
530,2019,29-2010,Clinical Laboratory Technologists and Technicians,detailed,326020,53120,54780
531,2019,29-2010,Clinical Laboratory Technologists and Technicians,broad,326020,53120,54780
532,2019,29-2031,Cardiovascular Technologists and Technicians,detailed,56110,57720,59600
533,2019,29-2032,Diagnostic Medical Sonographers,detailed,72790,74320,75780
534,2019,29-2033,Nuclear Medicine Technologists,detailed,18110,77950,80240
535,2019,29-2034,Radiologic Technologists and Technicians,detailed,207360,60510,63120
536,2019,29-2035,Magnetic Resonance Imaging Technologists,detailed,37900,73410,74270
537,2019,29-2040,Emergency Medical Technicians and Paramedics,detailed,260600,35400,38830
538,2019,29-2040,Emergency Medical Technicians and Paramedics,broad,260600,35400,38830
539,2019,29-2050,Health Practitioner Support Technologists and Technicians,broad,803740,35610,37800
540,2019,29-2051,Dietetic Technicians,detailed,29230,28400,31180
541,2019,29-2052,Pharmacy Technicians,detailed,417780,33950,35250
542,2019,29-2053,Psychiatric Technicians,detailed,78470,33780,37550
543,2019,29-2055,Surgical Technologists,detailed,109000,48300,50110
544,2019,29-2056,Veterinary Technologists and Technicians,detailed,110650,35320,36670
545,2019,29-2057,Ophthalmic Medical Technicians,detailed,58600,36940,38760
546,2019,29-2060,Licensed Practical and Licensed Vocational Nurses,broad,697510,47480,48500
547,2019,29-2061,Licensed Practical and Licensed Vocational Nurses,detailed,697510,47480,48500
548,2019,29-2080,"Opticians, Dispensing",broad,72330,37840,40730
549,2019,29-2081,"Opticians, Dispensing",detailed,72330,37840,40730
550,2019,29-2091,Orthotists and Prosthetists,detailed,9830,68410,72810
551,2019,29-2092,Hearing Aid Specialists,detailed,8210,53420,55360
552,2019,29-2098,"Medical Dosimetrists, Medical Records Specialists, and Health Technologists and Technicians, All Other",detailed,331790,42630,46590
553,2019,29-9000,Other Healthcare Practitioners and Technical Occupations,minor,85340,49770,56620
554,2019,29-9091,Athletic Trainers,detailed,28600,48440,50540
555,2019,29-9092,Genetic Counselors,detailed,2390,81880,84310
556,2019,29-9098,"Health Information Technologists, Medical Registrars, Surgical Assistants, and Healthcare Practitioners and Technical Workers, All Other",detailed,54350,49850,58600
557,2019,31-0000,Healthcare Support Occupations,major,6521790,28470,31010
558,2019,31-1100,"Home Health and Personal Care Aides; and Nursing Assistants, Orderlies, and Psychiatric Aides",minor,4683430,26380,27860
559,2019,31-1120,Home Health and Personal Care Aides,detailed,3161500,25280,26440
560,2019,31-1120,Home Health and Personal Care Aides,broad,3161500,25280,26440
561,2019,31-1130,"Nursing Assistants, Orderlies, and Psychiatric Aides",broad,1521930,29680,30790
562,2019,31-1131,Nursing Assistants,detailed,1419920,29660,30720
563,2019,31-1132,Orderlies,detailed,46990,28980,30710
564,2019,31-1133,Psychiatric Aides,detailed,55020,31110,32590
565,2019,31-2000,Occupational Therapy and Physical Therapist Assistants and Aides,minor,198660,52910,51080
566,2019,31-2010,Occupational Therapy Assistants and Aides,broad,52550,59200,57910
567,2019,31-2011,Occupational Therapy Assistants,detailed,44990,61510,61880
568,2019,31-2012,Occupational Therapy Aides,detailed,7560,29230,34310
569,2019,31-2020,Physical Therapist Assistants and Aides,broad,146110,48990,48630
570,2019,31-2021,Physical Therapist Assistants,detailed,96840,58790,58520
571,2019,31-2022,Physical Therapist Aides,detailed,49270,27000,29180
572,2019,31-9000,Other Healthcare Support Occupations,minor,1639700,35860,37580
573,2019,31-9010,Massage Therapists,broad,107240,42820,47180
574,2019,31-9011,Massage Therapists,detailed,107240,42820,47180
575,2019,31-9090,Miscellaneous Healthcare Support Occupations,broad,1532460,35630,36910
576,2019,31-9091,Dental Assistants,detailed,351470,40080,41170
577,2019,31-9092,Medical Assistants,detailed,712430,34800,35720
